,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,Transport,"79 km. plus around town, 3 days/month",x,Area 4 - Chicutso,current,Financial,100%,18,18.00,18.00,1.0,24.6,gamma,16,1.125,4.5,18.00,,504,11,"5,544",0.09,549.36,"5,544.00","99,792.00","2,626.11",,504,11,"5,544",-0.06,473.76,"5,544.00","99,598.23","2,621.01",,504,11,"5,544",-0.03,488.88,"5,544.00","99,331.09","2,613.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,Transport,"40 km. plus around town, 3 days/month",x,Area 5 - Panjane,current,Financial,100%,18,18.00,18.00,1.0,17.2,gamma,16,1.125,4.5,18.00,,270,11,"2,970",0.10,297.00,"2,970.00","53,460.00","1,406.84",,270,11,"2,970",0.07,288.90,"2,970.00","53,356.19","1,404.11",,270,11,"2,970",-0.08,248.40,"2,970.00","53,213.08","1,400.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,Transport,"37 km. plus around town, 3 days/month",x,Area 6 - Muginge,current,Financial,100%,18,18.00,18.00,1.0,14.7,gamma,16,1.125,4.5,18.00,,252,11,"2,772",-0.09,229.32,"2,772.00","49,896.00","1,313.05",,252,11,"2,772",0.00,252.00,"2,772.00","49,799.11","1,310.50",,252,11,"2,772",0.07,269.64,"2,772.00","49,665.54","1,306.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,,3,Tablets,capital,Financial,100%,"10,247","10,247.19","10,247.19",5.0,"8,174.4",gamma,16,640.449438202247,"2,561.8","10,247.19",,3,1,3,0.01,3.03,3.00,"6,148.31",161.80,,3,1,3,-0.02,2.94,3.00,"6,136.38",161.48,,3,1,3,-0.08,2.76,3.00,"6,119.92",161.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,,x,Router wireless,capital,Financial,100%,"3,843","3,842.70","3,842.70",5.0,"3,010.9",gamma,16,240.168539325843,960.7,"3,842.70",,1,1,1,0.00,1.00,1.00,768.54,20.22,,1,1,1,-0.03,0.97,1.00,767.05,20.19,,1,1,1,0.04,1.04,1.00,764.99,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Rede nos ministerio - Antena,capital,Financial,100%,"1,366","1,366.29","1,366.29",5.0,"1,062.4",gamma,16,85.3932584269663,341.6,"1,366.29",,0,1,0,0.06,0.00,0.00,0.00,0.00,,0,1,0,-0.01,0.00,0.00,0.00,0.00,,0,1,0,-0.04,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Alojamento de servidor de Maluana,capital,Financial,100%,"30,400","30,400.00","30,400.00",5.0,"23,503.7",gamma,16,1900,"7,600.0","30,400.00",,0,1,0,-0.06,0.00,0.00,0.00,0.00,,0,1,0,0.08,0.00,0.00,0.00,0.00,,0,1,0,-0.06,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,KVM para sala de servidores,capital,Financial,100%,"7,600","7,600.00","7,600.00",5.0,"7,075.4",gamma,16,475,"1,900.0","7,600.00",,0,1,0,0.00,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Impressora MISAU,capital,Financial,100%,"4,560","4,560.00","4,560.00",5.0,"4,129.3",gamma,16,285,"1,140.0","4,560.00",,0,1,0,-0.02,0.00,0.00,0.00,0.00,,0,1,0,0.02,0.00,0.00,0.00,0.00,,0,1,0,0.09,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Dados operadora principal,current,Financial,100%,"1,281","1,280.90","1,280.90",1.0,"1,153.4",gamma,16,80.0561797752809,320.2,"1,280.90",,0,12,0,-0.09,0.00,0.00,0.00,0.00,,0,12,0,0.03,0.00,0.00,0.00,0.00,,0,12,0,-0.06,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Dados operadora secundaria,current,Financial,100%,427,426.97,426.97,1.0,401.6,gamma,16,26.685393258427,106.7,426.97,,0,12,0,-0.08,0.00,0.00,0.00,0.00,,0,12,0,0.06,0.00,0.00,0.00,0.00,,0,12,0,-0.03,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Rede do ministerio coste mensual,current,Financial,100%,"2,562","2,561.80","2,561.80",1.0,"2,748.3",gamma,16,160.112359550562,640.4,"2,561.80",,0,12,0,-0.09,0.00,0.00,0.00,0.00,,0,12,0,-0.07,0.00,0.00,0.00,0.00,,0,12,0,0.05,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entomology,IT,Only in the expansion phase,,Movitel credito+modem,current,Financial,100%,712,711.61,711.61,1.0,487.9,gamma,16,44.4756554307116,177.9,711.61,,0,12,0,-0.07,0.00,0.00,0.00,0.00,,0,12,0,0.08,0.00,0.00,0.00,0.00,,0,12,0,-0.06,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,,Project Manager,current,Financial,100%,"70,463","70,463.00","70,463.00",1.0,"90,527.0",gamma,16,4403.9375,"17,615.8","70,463.00",,2,6,12,-0.08,1.84,12.00,"845,556.00","22,251.47",,2,6,12,-0.10,1.80,12.00,"843,914.14","22,208.27",,2,6,12,0.10,2.20,12.00,"841,650.61","22,148.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,x,Data management,current,Financial,100%,"63,699","63,699.00","63,699.00",1.0,"83,376.3",gamma,16,3981.1875,"15,924.8","63,699.00",,2,13,26,0.03,2.06,26.00,"1,656,174.00","43,583.53",,2,13,26,0.07,2.14,26.00,"1,652,958.13","43,498.90",,2,13,26,0.10,2.20,26.00,"1,648,524.60","43,382.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,400,x,Field workers,current,Financial,100%,"10,974","10,974.00","10,974.00",1.0,"10,820.7",gamma,16,685.875,"2,743.5","10,974.00",,400,4,"1,600",0.10,440.00,"1,600.00","17,558,400.00","462,063.16",,400,4,"1,600",0.08,432.00,"1,600.00","17,524,306.02","461,165.95",,400,4,"1,600",0.09,436.00,"1,600.00","17,477,302.67","459,929.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,x,Fieldwork supervisor,current,Financial,100%,"14,888","14,888.00","14,888.00",1.0,"23,525.5",gamma,16,930.5,"3,722.0","14,888.00",,2,4,8,0.02,2.04,8.00,"119,104.00","3,134.32",,2,4,8,-0.07,1.86,8.00,"118,872.73","3,128.23",,2,4,8,-0.10,1.80,8.00,"118,553.89","3,119.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,,Entomologists,current,Financial,100%,"49,966","49,966.00","49,966.00",1.0,"34,295.7",gamma,16,3122.875,"12,491.5","49,966.00",,2,4,8,0.08,2.16,8.00,"399,728.00","10,519.16",,2,4,8,-0.01,1.98,8.00,"398,951.83","10,498.73",,2,4,8,0.08,2.16,8.00,"397,881.77","10,470.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,x,Logistics Officer,current,Financial,100%,"63,699","63,699.00","63,699.00",1.0,"47,514.4",gamma,16,3981.1875,"15,924.8","63,699.00",,2,6,12,0.09,2.18,12.00,"764,388.00","20,115.47",,2,6,12,-0.03,1.94,12.00,"762,903.75","20,076.41",,2,6,12,-0.07,1.86,12.00,"760,857.51","20,022.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,,IT specialist,current,Financial,100%,"63,699","63,699.00","63,699.00",1.0,"48,208.3",gamma,16,3981.1875,"15,924.8","63,699.00",,2,13,26,0.07,2.14,26.00,"1,656,174.00","43,583.53",,2,13,26,-0.06,1.88,26.00,"1,652,958.13","43,498.90",,2,13,26,-0.07,1.86,26.00,"1,648,524.60","43,382.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,20,x,Drivers (inquiridores) (10 from CISM and 10 externals),current,Non-financial,100%,"15,520","15,520.00","15,520.00",1.0,"20,157.7",gamma,16,970,"3,880.0","15,520.00",,20,4,80,0.03,20.60,80.00,"1,241,600.00","32,673.68",,20,4,80,0.07,21.40,80.00,"1,239,189.13","32,610.24",,20,4,80,-0.03,19.40,80.00,"1,235,865.40","32,522.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,2,x,Drivers (field logistics),current,Non-financial,100%,"15,520","15,520.00","15,520.00",1.0,"25,495.1",gamma,16,970,"3,880.0","15,520.00",,2,4,8,-0.05,1.90,8.00,"124,160.00","3,267.37",,2,4,8,-0.01,1.98,8.00,"123,918.91","3,261.02",,2,4,8,-0.01,1.98,8.00,"123,586.54","3,252.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,Clinician junior,,Doctor (farmacovigilancia),current,Financial,100%,"69,248","69,248.00","69,248.00",1.0,"106,281.8",gamma,16,4328,"17,312.0","69,248.00",,1,6,6,0.00,1.00,6.00,"415,488.00","10,933.89",,1,6,6,0.08,1.08,6.00,"414,681.23","10,912.66",,1,6,6,0.03,1.03,6.00,"413,568.98","10,883.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Personnel,1 warehouse + 1 office,,Security,current,Non-financial,100%,"10,334","10,334.00","10,334.00",1.0,"13,567.5",gamma,16,645.875,"2,583.5","10,334.00",,1,13,13,0.07,1.07,13.00,"134,342.00","3,535.32",,1,13,13,0.08,1.08,13.00,"134,081.14","3,528.45",,1,13,13,0.08,1.08,13.00,"133,721.51","3,518.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Infrastructure,"When expanding, we could be using the US facilities. But in Magude, our base was the office. So we are assuming a rental similar to the one in Magude",x,Magude office ,current,Financial,100%,"38,667","38,666.67","38,666.67",1.0,"21,630.6",gamma,16,2416.66666666667,"9,666.7","38,666.67",,1,1,1,-0.05,0.95,1.00,"38,666.67","1,017.54",,1,1,1,0.04,1.04,1.00,"38,591.59","1,015.57",,1,1,1,-0.06,0.94,1.00,"38,488.08","1,012.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Infrastructure,"Electricity, internet, cleaning. 25% of capital costs (internet especially expensive)",x,Operating and maintenance costs office,current,Financial,100%,"38,667","9,666.67","9,666.67",1.0,"8,129.7",gamma,16,604.166666666667,"2,416.7","9,666.67",,1,12,12,-0.03,0.97,12.00,"116,000.00","3,052.63",,1,12,12,-0.10,0.90,12.00,"115,774.76","3,046.70",,1,12,12,-0.01,0.99,12.00,"115,464.23","3,038.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Infrastructure,"When expanding, we would be using district - based warehouse",x,Warehouse Magude,current,Financial,100%,"81,395","81,395.00","81,395.00",1.0,"99,923.0",gamma,16,5087.1875,"20,348.8","81,395.00",,1,1,1,0.09,1.09,1.00,"81,395.00","2,141.97",,1,1,1,-0.02,0.98,1.00,"81,236.95","2,137.81",,1,1,1,-0.02,0.98,1.00,"81,019.06","2,132.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Infrastructure,25% of capital cost,x,Warehouse operating and maintenance costs,current,Financial,100%,"20,349","20,348.75","20,348.75",1.0,"25,775.6",gamma,16,1271.796875,"5,087.2","20,348.75",,1,12,12,0.10,1.10,12.00,"244,185.00","6,425.92",,1,12,12,0.05,1.05,12.00,"243,710.85","6,413.44",,1,12,12,-0.06,0.94,12.00,"243,057.18","6,396.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Aircon installation,capital,Financial,100%,"200,000","200,000.00","200,000.00",8.0,"223,129.8",gamma,16,12500,"50,000.0","200,000.00",,1,1,1,-0.02,0.98,1.00,"25,000.00",657.89,,1,1,1,0.01,1.01,1.00,"24,951.46",656.62,,1,1,1,-0.05,0.95,1.00,"24,884.53",654.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Generator,capital,Financial,100%,"390,000","390,000.00","390,000.00",8.0,"273,875.5",gamma,16,24375,"97,500.0","390,000.00",,1,1,1,0.06,1.06,1.00,"48,750.00","1,282.89",,1,1,1,0.06,1.06,1.00,"48,655.34","1,280.40",,1,1,1,-0.06,0.94,1.00,"48,524.84","1,276.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,"(Warehouse equipment) Basic equipment for keeping material  - folders, loans",capital,Financial,100%,"380,000","380,000.00","380,000.00",2.0,"358,088.8",gamma,16,23750,"95,000.0","380,000.00",,1,1,1,0.08,1.08,1.00,"190,000.00","5,000.00",,1,1,1,-0.01,0.99,1.00,"189,631.07","4,990.29",,1,1,1,0.05,1.05,1.00,"189,122.44","4,976.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Basic furniture,capital,Financial,100%,"304,000","304,000.00","304,000.00",8.0,"308,116.4",gamma,16,19000,"76,000.0","304,000.00",,1,1,1,-0.04,0.96,1.00,"38,000.00","1,000.00",,1,1,1,-0.04,0.96,1.00,"37,926.21",998.06,,1,1,1,0.04,1.04,1.00,"37,824.49",995.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round) =6m-<2,current,Financial,100%,19,19.00,19.00,1.0,22.5,gamma,16,1.1875,4.8,19.00,,3500,2,"7,000",-0.06,"3,290.00","7,000.00","133,000.00","3,500.00",,"3,500",2,"7,000",0.03,"3,605.00","7,000.00","132,741.75","3,493.20",,"3,500",2,"7,000",-0.06,"3,290.00","7,000.00","132,385.71","3,483.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=2-<8,current,Financial,100%,27,26.60,26.60,1.0,27.6,gamma,16,1.6625,6.7,26.60,,14000,2,"28,000",-0.08,"12,880.00","28,000.00","744,800.00","19,600.00",,"14,000",2,"28,000",-0.10,"12,600.00","28,000.00","743,353.79","19,561.94",,"14,000",2,"28,000",-0.05,"13,300.00","28,000.00","741,359.98","19,509.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=8-<12,current,Financial,100%,42,41.80,41.80,1.0,43.9,gamma,16,2.6125,10.5,41.80,,8000,2,"16,000",0.01,"8,080.00","16,000.00","668,800.00","17,600.00",,"8,000",2,"16,000",-0.04,"7,680.00","16,000.00","667,501.36","17,565.83",,"8,000",2,"16,000",0.06,"8,480.00","16,000.00","665,711.00","17,518.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=12-max (90%),current,Financial,100%,57,57.00,57.00,1.0,41.0,gamma,16,3.5625,14.3,57.00,,41000,2,"82,000",0.10,"45,100.00","82,000.00","4,674,000.00","123,000.00",,"41,000",2,"82,000",-0.06,"38,540.00","82,000.00","4,664,924.27","122,761.17",,"41,000",2,"82,000",-0.06,"38,540.00","82,000.00","4,652,412.10","122,431.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=12-max (10%),current,Financial,100%,73,72.58,72.58,1.0,91.8,gamma,16,4.53625,18.1,72.58,,5000,2,"10,000",-0.10,"4,500.00","10,000.00","725,800.00","19,100.00",,"5,000",2,"10,000",0.05,"5,250.00","10,000.00","724,390.68","19,062.91",,"5,000",2,"10,000",0.01,"5,050.00","10,000.00","722,447.73","19,011.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) RDTs,current,Financial,100%,35,34.65,34.65,1.0,21.4,gamma,16,2.16565349544073,8.7,34.65,,"3,000",1,"3,000",0.09,"3,270.00","3,000.00","103,951.37","2,735.56",,"3,000",1,"3,000",0.01,"3,030.00","3,000.00","103,749.52","2,730.25",,"3,000",1,"3,000",-0.10,"2,700.00","3,000.00","103,471.25","2,722.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Gloves,current,Financial,100%,282,282.14,282.14,1.0,459.0,gamma,16,17.6337078651685,70.5,282.14,,200,1,200,0.09,218.00,200.00,"56,427.87","1,484.94",,200,1,200,0.06,212.00,200.00,"56,318.30","1,482.06",,200,1,200,-0.09,182.00,200.00,"56,167.24","1,478.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Safety Boxes,current,Financial,100%,76,76.00,76.00,1.0,93.5,gamma,16,4.75,19.0,76.00,,100,1,100,-0.08,92.00,100.00,"7,600.00",200.00,,100,1,100,-0.08,92.00,100.00,"7,585.24",199.61,,100,1,100,-0.03,97.00,100.00,"7,564.90",199.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Pregnancy Tests,current,Financial,100%,57,57.00,57.00,1.0,66.9,gamma,16,3.5625,14.3,57.00,,300,1,300,0.07,321.00,300.00,"17,100.00",450.00,,300,1,300,-0.07,279.00,300.00,"17,066.80",449.13,,300,1,300,-0.08,276.00,300.00,"17,021.02",447.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
